id,charger_name,charger_id,address,fast_charger,slow_charger,total_charger
3730,롯데캐슬베네치아,서울,서울특별시 중구 황학동 청계천로 400,2,2,4
3731,목동 제2공영주차장,대전,대전광역시 중구 목동 131-10,2,0,2
3732,묵정공원 공영주차장,서울,서울특별시 중구 충무로5가 21,2,0,2
3733,문창시장 제2공영주차장,대전,대전광역시 중구 문창동 122-8,1,0,1
3734,문화마을금호어울림1단지,대전,대전광역시 중구 문화동 1-43,0,2,2
3735,문화마을금호어울림2단지,대전,대전광역시 중구 문화동 1-38,0,2,2
3736,반월당삼정그린코아,대구,대구광역시 중구 남산동 중앙대로67길 10,1,1,2
3737,버드내마을,대전,대전광역시 중구 태평동 422-7,2,4,6
3738,버드내마을 아파트2단지,대전,대전광역시 중구 태평동 551,1,1,2
3739,버티공영주차장,서울,서울특별시 중구 신당동 432-1693,2,0,2
3740,부산 중구청,부산,부산광역시 중구 대청동1가 1-4,1,0,1
3741,삼덕청아람리슈빌,대구,대구광역시 중구 삼덕동3가 달구벌대로447길 77,1,3,4
3742,서울역(한화역사),서울,서울특별시 중구 봉래동2가 122,2,0,2
3743,서울전력관리처,서울,서울특별시 중구 남산동3가 11-10,1,2,3
3744,서울직할,서울,서울특별시 중구 남대문로 92,2,5,7
3745,센트럴자이1단지 아파트,대전,대전광역시 중구 대흥동 912,1,3,4
3746,센트럴파크3단지아파트,대전,대전광역시 중구 문화동 1-3,1,1,2
3747,센트로팰리스,대구,대구광역시 중구 대봉동 대봉로 260,1,3,4
3748,신성미소시티주상복합 아파트,대구,대구광역시 중구 계산동2가 달구벌대로 2051,0,2,2
3750,신흥대림아파트,인천,인천광역시 중구 신흥동1가 34-2,0,5,5
3751,신흥아이파크 아파트,인천,인천광역시 중구 신흥동3가 7-235,1,4,5
3752,쌍용남산플래티넘 아파트,서울,서울특별시 중구 소공로 46,1,1,2
3753,쌍용예가아파트,대전,대전광역시 중구 태평동 554,1,2,3
3754,약수동공영주차장,서울,서울특별시 중구 신당동 349-234,2,0,2
3755,에일린의뜰3차,울산,울산광역시 중구 유곡동 271-2,1,2,3
3756,연안동 행정복지센터,인천,인천광역시 중구 항동7가 58-70,1,0,1
3757,연안여객터미널,인천,인천광역시 중구 항동7가 88,2,0,2
3758,영종동보노빌리티아파트,인천,인천광역시 중구 중산동 1872-2,1,3,4
3759,영종역 공영주차장,인천,인천광역시 중구 운북동 465-37,1,0,1
3760,영종우미린2단지,인천,인천광역시 중구 중산동 1871-3,1,4,5
3761,영종자이 아파트,인천,인천광역시 중구 운남동 1550,1,3,4
3762,영종하늘도시우미린1단지,인천,인천광역시 중구 중산동 1881-1,1,1,2
3763,영종하늘도시한라비발디 아파트,인천,인천광역시 중구 중산동 1887-1,1,4,5
3764,영종한양수자인아파트,인천,인천광역시 중구 중산동 1878-1,1,4,5
3765,영종힐스테이트,인천,인천광역시 중구 중산동 1887-2,2,0,2
3766,오르미 복합문화주차타워,부산,부산광역시 중구 보수동1가 41-45,1,0,1
3767,올리브힐,대전,대전광역시 중구 목동 362,1,3,4
3768,용유119소방안전센터,인천,인천광역시 중구 을왕동 186-28,1,0,1
3769,용유동사무소,인천,인천광역시 중구 남북동 928-6,1,0,1
3770,우정혁신LH2단지,울산,울산광역시 중구 태화동 257,1,2,3
3771,우정혁신LH3단지,울산,울산광역시 중구 태화동 207-2,1,2,3
3772,울산MBC,울산,울산광역시 중구 학성동 409-1,1,0,1
3773,인천세관,인천,인천광역시 중구 항동7가 1-18,2,0,2
3774,인천항 갑문홍보관,인천,인천광역시 중구 북성동1가 102-4,1,0,1
3775,전국은행연합회,서울,서울특별시 중구 명동1가 4-1,3,0,3
3776,중구 청라국민체육센터 지상,대구,"대구광역시 중구 대봉로 208-1 (대봉동, 중구청라국민체육센터)",2,0,2
3777,중구 청라국민체육센터 지하,대구,"대구광역시 중구 대봉로 208-1 (대봉동, 중구청라국민체육센터)",2,0,2
3778,중구 학생체육관,대전,대전광역시 중구 문화동 202-1,2,0,2
3779,중구보건소,대구,대구광역시 중구 태평로3가 174-1,1,0,1
3780,태왕아너스스카이,대구,대구광역시 중구 대신동 305-1,0,2,2
3781,태평전통시장,대전,대전광역시 중구 태평동 333-8,2,0,2
3782,하우스토리2차아파트,대전,대전광역시 중구 문화동 1-31,0,2,2
3783,한국관광공사 옆 노상 공영주차장,서울,서울특별시 중구 다동 85-4,3,0,3
3784,한국전력공사 영종지사 사옥,인천,인천광역시 중구 운서동 3099-2,2,0,2
3785,동대문중랑지사,서울,서울특별시 중랑구 동일로 862,0,5,5
3786,동대문중랑지사(공용),서울,서울특별시 중랑구 묵동 181-4,1,1,2
3787,"면목두산2,3차 아파트",서울,서울특별시 중랑구 면목동 1510,1,2,3
3788,"면목두산4,5단지 아파트",서울,서울특별시 중랑구 면목동 1522-1,1,2,3
3789,면목두원 아파트,서울,서울특별시 중랑구 면목동 1521,0,2,2
3790,묵동자이1단지 아파트,서울,서울특별시 중랑구 묵동 164-4,1,2,3
3791,묵동자이2단지 아파트,서울,서울특별시 중랑구 묵동 170-1,1,2,3
3792,브라운스톤태릉 아파트,서울,서울특별시 중랑구 묵동 387,1,0,1
3793,상봉우정 아파트,서울,서울특별시 중랑구 상봉동 496,1,1,2
3794,서울의료원,서울,서울특별시 중랑구 신내동 316,2,0,2
3795,신내7단지진로아파트,서울,서울특별시 중랑구 신내동 654,1,1,2
3796,신내LG쌍용아파트,서울,서울특별시 중랑구 상봉동 484,1,1,2
3797,신내건영1차 아파트,서울,서울특별시 중랑구 상봉동 1,0,1,1
3798,신내우디안1단지,서울,서울특별시 중랑구 신내동 816,1,2,3
3799,신내테크노타운,서울,서울특별시 중랑구 상봉동 485,1,0,1
3801,중랑숲리가 아파트,서울,서울특별시 중랑구 망우동 583,1,2,3
3802,태릉시장 중화공영주차장,서울,서울특별시 중랑구 중화동 73-6,2,0,2
3803,한일써너스빌 아파트,서울,서울특별시 중랑구 상봉동 81-5,1,1,2
3804,도안문화센타,충청,충청북도 증평군 도안면 화성리 96-22,1,0,1
3805,증평괴산지사,충청,충청북도 증평군 증평읍 장동리 84,2,1,3
3806,증평군립도서관,충청,충청북도 증평군 증평읍 송산리 816,1,0,1
3807,증평대성베르힐,충청,충청북도 증평군 증평읍 장동리 930,1,3,4
3808,증평문화회관,충청,충청북도 증평군 증평읍 연탄리 239,1,0,1
3809,증평송산지평더웰,충청,충청북도 증평군 증평읍 송산리 721,1,0,1
3810,증평종합스포츠센터,충청,충청북도 증평군 증평읍 송산리 253,1,0,1
3811,고군면사무소,전라,전라남도 진도군 고군면 오산리 1064-1,1,0,1
3812,금골마루,전라,전라남도 진도군 군내면 진도대로 7943,1,0,1
3813,의신면사무소,전라,전라남도 진도군 의신면 돈지리 308-1,2,0,2
3814,임회면사무소,전라,전라남도 진도군 임회면 석교리 803-1,1,0,1
3815,진도문화회관,전라,전라남도 진도군 진도읍 동외리 1189,1,0,1
3816,진도지사,전라,전라남도 진도군 진도읍 남동리 745-46,1,3,4
3817,마이산 관광단지 공영주차장,전라,전라북도 진안군 진안읍 단양리 746,1,0,1
3818,산림조합중앙회 임업기능인훈련원,전라,전라북도 진안군 부귀면 신정리 112-3,1,0,1
3819,수자원공사,전라,전라북도 진안군 안천면 삼락리 1138-2,2,0,2
3820,정천면행정복지센터,전라,전라북도 진안군 정천면 봉학리 547,1,0,1
3821,진안교육지원청,전라,전라북도 진안군 진안읍 군상리 222-1,1,0,1
3822,진안지사,전라,전라북도 진안군 진안읍 군하리 427,0,2,2
3823,진안지사(공용),전라,전라북도 진안군 진안읍 군하리 427,1,1,2
3824,휴플러스,전라,전라북도 진안군 진안읍 진용로 64,0,1,1
3825,가호에일린의뜰,경상,경상남도 진주시 가좌동 강변길 31,1,2,3
3826,경남도청 서부청사,경상,경상남도 진주시 초전동 348-2,1,0,1
3827,경남문화예술회관 주차장,경상,경상남도 진주시 칠암동 500-15,1,0,1
3828,경남혁신도시LH4단지,경상,경상남도 진주시 충무공동 230,0,7,7
3829,국민건강보험공단,경상,경상남도 진주시 충무공동 19-2,1,0,1
3830,금빛마을현대아파트,경상,경상남도 진주시 집현면 진산로 675,1,3,4
3831,내동면사무소,경상,경상남도 진주시 내동면 독산리 65-7,1,0,1
3832,농업기술센터,경상,경상남도 진주시 문산읍 두산리 777,2,0,2
3833,들말흥한타운,경상,경상남도 진주시 평거동 석갑로 45,1,3,4
3834,망경한보아파트,경상,경상남도 진주시 망경동 253,0,5,5
3835,명석면사무소,경상,경상남도 진주시 명석면 관지리 305-3,1,0,1
3836,무지개동산,경상,경상남도 진주시 내동면 삼계리 663,2,0,2
3837,상대동 행정복지센터,경상,경상남도 진주시 상대동 299-3,1,0,1
3838,신안주공1차아파트,경상,경상남도 진주시 신안동 708-1,0,3,3
3839,엠코타운더프라하,경상,경상남도 진주시 평거동 새평거로 30,1,4,5
3840,이마트 진주점,경상,경상남도 진주시 진양호로 477,1,0,1
3841,이현하이클래스웰가,경상,경상남도 진주시 이현동 진주대로 1317,1,4,5
3842,중소벤처기업진흥공단,경상,경상남도 진주시 충무공동 16-4,2,0,2
3843,중앙관세분석소,경상,경상남도 진주시 충무공동 16-1,2,0,2
3844,진주교도소,경상,경상남도 진주시 대곡면 광석리 700,2,0,2
3845,진주금산두산위브 아파트,경상,경상남도 진주시 금산면 중장로154번길 49,1,2,3
3846,진주전력지사,경상,경상남도 진주시 상대동 33-78,0,1,1
3847,진주종합경기장,경상,경상남도 진주시 충무공동 8,2,0,2
3848,진주지사,경상,경상남도 진주시 상대동 33-85,0,6,6
3849,진주지사(공용),경상,경상남도 진주시 상대동 33-85,1,2,3
3850,진주푸르지오1단지아파트,경상,경상남도 진주시 금산면 덕의길 15,1,0,1
3851,진주혁신도시 센텀리버파크,경상,경상남도 진주시 충무공동 사들로 157,1,3,4
3852,초전공원,경상,경상남도 진주시 초전동 1583-14,2,0,2
3853,평거하우스토리,경상,경상남도 진주시 평거동 150-4,0,1,1
3854,평거휴먼시아3단지,경상,경상남도 진주시 평거동 새평거로 111,1,3,4
3855,하대현대 아파트,경상,경상남도 진주시 하대동 101,1,4,5
3856,한국도로공사 진주지사,경상,경상남도 진주시 호탄동 530,1,0,1
3857,한국세라믹기술원,경상,경상남도 진주시 충무공동 15-4,1,0,1
3858,한국세라믹기술원 세라믹섬유융복합센터,경상,경상남도 진주시 충무공동 15-3,1,0,1
3859,한림풀에버 아파트,경상,경상남도 진주시 충무공동 소호로 39,1,0,1
3860,한빛장례식장,경상,경상남도 진주시 상평동 164-2,1,0,1
3861,한주럭키타운,경상,경상남도 진주시 주약동 156,1,1,2
3862,혁신도시LH아파트 3단지,경상,경상남도 진주시 충무공동 219,0,3,3
3863,광혜원면사무소,충청,충청북도 진천군 광혜원면 광혜원리 542-10,1,0,1
3864,농다리,충청,충청북도 진천군 문백면 구곡리 156-3,1,0,1
3865,대명루첸아파트,충청,충청북도 진천군 진천읍 교성리 616,1,1,2
3866,대소면 공영주차장,충청,충청북도 진천군 대소면 태생리 658,2,0,2
3867,덕산면사무소,충청,충청북도 진천군 덕산읍 용몽리 637,1,0,1
3868,덕산혁신 도시출장소,충청,충청북도 진천군 덕산면 연미로 29,1,0,1
3869,리슈빌아파트,충청,충청북도 진천군 덕산읍 두촌리 2487,0,1,1
3870,문백면사무소,충청,충청북도 진천군 문백면 옥성리 312-1,1,0,1
3871,문백면전기전자농공단지,충청,충청북도 진천군 문백면 문덕리 722,1,0,1
3872,생거진천종합사회복지관,충청,충청북도 진천군 진천읍 벽암리 570-1,1,0,1
3873,영무예다음1차 아파트,충청,충청북도 진천군 덕산읍 두촌리 2718,1,2,3
3874,진천갑을아파트,충청,충청북도 진천군 광혜원면 죽현리 202,1,1,2
3875,진천광혜원코아루 아파트,충청,충청북도 진천군 광혜원면 광혜원리 1085,1,0,1
3876,진천교성주공 아파트,충청,충청북도 진천군 진천읍 교성리 144,1,2,3
3877,진천산수산업단지,충청,충청북도 진천군 덕산읍 산수리 1102,2,0,2
3878,진천지사,충청,충청북도 진천군 진천읍 읍내리 444,4,4,8
3879,하늘빛공원,충청,충청북도 진천군 진천읍 장관리 732-59,2,0,2
3880,한국교육개발원,충청,충청북도 진천군 덕산면 교학로 7,1,0,1
3881,한국농어촌공사 진천지사,충청,충청북도 진천군 진천읍 읍내리 271-1,1,0,1
3882,고암농협 하나로마트 고암점,경상,경상남도 창녕군 고암면 창밀로 384 (우천리),1,0,1
3883,대합일반산업단지 전기차 충전소,경상,경상남도 창녕군 대합면 합리 1422,1,0,1
3884,도천면주민자치센터 전기차 충전소,경상,경상남도 창녕군 도천면 일리 663-1,1,0,1
3885,동보하이빌아파트,경상,경상남도 창녕군 대지면 효정리 35,0,2,2
3886,산토끼노래동산,경상,경상남도 창녕군 이방면 안리 739,1,0,1
3887,술정리공용주차장,경상,경상남도 창녕군 창녕읍 술정리 313,1,0,1
3888,영산면사무소 EVC충전소,경상,경상남도 창녕군 영산면 동리 137-3,1,0,1
3889,영산오토밸리 EVC충전소,경상,경상남도 창녕군 영산면 서리 554,1,0,1
3890,영신버스터미널 전기버스 충전소,경상,경상남도 창녕군 창녕읍 교리 992-6,1,0,1
3891,자하곡매표소 주차장,경상,경상남도 창녕군 창녕읍 말흘리 35,1,0,1
3892,장마면사무소 주차장,경상,경상남도 창녕군 장마면 강리 950-1,1,0,1
3893,창녕군 우포늪관리사무소 주차장,경상,경상남도 창녕군 유어면 세진리 423,1,0,1
3894,창녕군립체육관,경상,경상남도 창녕군 창녕읍 퇴천리 61,1,0,1
3895,창녕군보건소,경상,경상남도 창녕군 창녕읍 교리 996-1,1,0,1
3896,창녕지사,경상,경상남도 창녕군 창녕읍 교하리 34,1,2,3
3897,체육공원주차장,경상,경상남도 창녕군 대합면 십이리 436-1,1,0,1
3898,LH그린품애,경상,경상남도 창원시 마산합포구 현동 620,1,3,4
3899,대권한빛아파트,경상,경상남도 창원시 마산합포구 진동면 진동리 494-3,0,2,2
3900,덕동시립테니스장,경상,경상남도 창원시 마산합포구 덕동동 692,1,0,1
3901,마산어시장고객지원센터,경상,경상남도 창원시 마산합포구 동성동 314,1,4,5
3902,마산합포구청,경상,경상남도 창원시 마산합포구 중앙동3가 4-11,2,0,2
3903,월영노외무료주차장,경상,경상남도 창원시 마산합포구 월영동 264-1,1,0,1
3904,진동복지타운,경상,경상남도 창원시 마산합포구 진동면 진동리 872,1,0,1
3905,진동한일유앤아이프라임아파트,경상,경상남도 창원시 마산합포구 진동면 진동리 592,1,0,1
3906,창동공영주차장,경상,경상남도 창원시 마산합포구 동성동 158,1,0,1
3907,해양환경공단마산지사,경상,경상남도 창원시 마산합포구 월영동 730,1,0,1
3908,해운동성아파트,경상,경상남도 창원시 마산합포구 해운동 59,0,2,2
3909,현동중흥S클래스프라디움 2차,경상,경상남도 창원시 마산합포구 현동 606,1,2,3
3910,마산수출자유지역(관리원),경상,경상남도 창원시 마산회원구 양덕동 975-7,1,1,2
3911,마산수출자유지역(표준3공장),경상,경상남도 창원시 마산회원구 양덕동 410-47,1,1,2
3912,봉암서광아파트,경상,경상남도 창원시 마산회원구 봉암동 277,1,2,3
3913,삼계대동이미지아파트1단지,경상,경상남도 창원시 마산회원구 내서읍 삼계리 290,1,4,5
3914,삼계대동이미지아파트2단지,경상,경상남도 창원시 마산회원구 내서읍 삼계리 260,1,3,4
3915,삼계현대아파트,경상,경상남도 창원시 마산회원구 내서읍 삼계리 21,1,3,4
3916,서진아파트,경상,경상남도 창원시 마산회원구 내서읍 상곡리 67,0,2,2
3917,숲속마을주공6단지아파트,경상,경상남도 창원시 마산회원구 내서읍 삼계리 508-1,1,0,1
3918,신성네스트빌,경상,경상남도 창원시 마산회원구 내서읍 상곡리 195,0,2,2
3919,양덕우성아파트,경상,경상남도 창원시 마산회원구 양덕동 888-1,1,1,2
3920,양덕코오롱하늘채,경상,경상남도 창원시 마산회원구 양덕동 535,1,3,4
3921,우리누리청소년문화센터,경상,경상남도 창원시 마산회원구 합성동 91-3,2,0,2
3922,원계대동다숲아파트,경상,경상남도 창원시 마산회원구 내서읍 원계리 647,1,2,3
3923,중리공영주차장,경상,경상남도 창원시 마산회원구 내서읍 중리 1041-2,1,1,2
3924,진스빌,경상,경상남도 창원시 마산회원구 석전동 246-10,1,1,2
3925,창원마산 야구장,경상,경상남도 창원시 마산회원구 양덕동 477,3,0,3
3926,한우리1차아파트,경상,경상남도 창원시 마산회원구 내서읍 삼계리 38,1,3,4
3927,한전마산지사,경상,경상남도 창원시 마산회원구 구암동 92-5,1,6,7
3928,호계민원센터,경상,경상남도 창원시 마산회원구 내서읍 호계리 172,1,0,1
3929,LH경남본부,경상,경상남도 창원시 성산구 용호동 4-2,1,0,1
3930,가음정시장 공영주차장,경상,경상남도 창원시 성산구 가음동 21-3,1,0,1
3931,개나리1차,경상,경상남도 창원시 성산구 대방동 357,1,2,3
3932,경남연구원,경상,경상남도 창원시 성산구 용호동 5-1,2,0,2
3933,경남지방병무청,경상,경상남도 창원시 성산구 신월동 103-4,1,0,1
3934,경상남도 교통문화연수원,경상,경상남도 창원시 성산구 반림동 6-4,1,0,1
3935,남창원농협 농수산물유통센터,경상,경상남도 창원시 성산구 가음동 47-2,1,0,1
3936,대동그린파크아파트,경상,경상남도 창원시 성산구 반지동 창원천로 292,0,3,3
3937,대동백화점,경상,경상남도 창원시 성산구 상남동 44-1,1,0,1
3938,대방황토방 앞 공영주차장,경상,경상남도 창원시 성산구 대방동 361-1,2,0,2
3939,상남꿈에그린아파트,경상,경상남도 창원시 성산구 상남동 토월로27번길 18,0,8,8
3940,성원2차,경상,경상남도 창원시 성산구 남양동 22,1,0,1
3941,성주동170공영주차장,경상,경상남도 창원시 성산구 성주동 169,2,0,2
3942,시민생활체육관 뒤 공영주차장,경상,경상남도 창원시 성산구 상남동 43-2,3,0,3
3943,신촌동원로얄듀크,경상,경상남도 창원시 성산구 신촌동 33-8,0,2,2
3944,웅남동행정복지센터,경상,경상남도 창원시 성산구 신촌동 14,1,0,1
3945,중앙입체 공영주차장,경상,경상남도 창원시 성산구 중앙동 4-8,2,0,2
3946,창원경상대학교병원,경상,경상남도 창원시 성산구 삼정자로 11,1,1,2
3947,창원축구센터,경상,경상남도 창원시 성산구 사파정동 318,1,4,5
3948,창원토월대동아파트,경상,경상남도 창원시 성산구 상남동 44-1,2,6,8
3949,케이프타운상가,경상,경상남도 창원시 성산구 반지동 78,1,0,1
3950,감계힐스테이트3차,경상,경상남도 창원시 의창구 북면 감계리 227-1,1,0,1
3951,경남직할,경상,경상남도 창원시 의창구 신월동 99-4,1,11,12
3952,경상남도의회,경상,경상남도 창원시 의창구 사림동 1-1,1,0,1
3953,늘푸른전당,경상,경상남도 창원시 의창구 삼동동 산 15-2,1,1,2
3954,대동중앙 아파트,경상,경상남도 창원시 의창구 팔용동 124-2,1,0,1
3955,대산농협,경상,경상남도 창원시 의창구 대산면 가술리 1,1,1,2
3956,대원대동1차 아파트,경상,경상남도 창원시 의창구 창원대로 548,1,1,2
3957,대원민원센터,경상,경상남도 창원시 의창구 대원동 93-1,1,0,1
3958,대원파크빌 아파트,경상,경상남도 창원시 의창구 대원동 삼동로 121,1,0,1
3959,동정동 노외주차장,경상,경상남도 창원시 의창구 동정동 250,1,0,1
3960,명서시장 공영주차장,경상,경상남도 창원시 의창구 명서동 49-14,1,0,1
3961,무학서문 아파트,경상,경상남도 창원시 의창구 서상동 11-5,1,1,2
3962,의창구청,경상,경상남도 창원시 의창구 도계동 908,1,4,5
3963,주남저수지,경상,경상남도 창원시 의창구 동읍 월잠리 303-7,1,0,1
3964,창원국제사격장 충전소,경상,경상남도 창원시 의창구 퇴촌동 409,1,0,1
3965,창원단감테마공원,경상,경상남도 창원시 의창구 동읍 화양리 665,1,0,1
3966,창원송정주공아파트,경상,경상남도 창원시 의창구 동읍 송정리 21-1,1,1,2
3967,창원스포츠파크,경상,경상남도 창원시 의창구 원이대로 450(두대동145),5,2,7
3968,창원의봄 아파트,경상,경상남도 창원시 의창구 북면 무동로267번길 9,0,3,3
3969,천수림 아파트,경상,경상남도 창원시 의창구 북면 감계리 252-1,1,3,4
3970,포레나대원아파트,경상,경상남도 창원시 의창구 대원동 40,0,8,8
3971,한국농어촌공사 창원지사,경상,경상남도 창원시 의창구 대산면 제동리 260-1,1,0,1
3972,화천민원센터,경상,경상남도 창원시 의창구 북면 외감리 165-1,1,0,1
3973,휴먼빌2단지 아파트,경상,경상남도 창원시 의창구 북면 무동리 122-1,1,0,1
3974,LH자은프라임,경상,경상남도 창원시 진해구 자은동 121,1,4,5
3975,경화로8번길 공영주차장,경상,경상남도 창원시 진해구 경화동 185,1,0,1
3976,대동빌라트,경상,경상남도 창원시 진해구 자은동 910,1,0,1
3977,삼정그린코아 아파트,경상,경상남도 창원시 진해구 경화동 1428-1,0,1,1
3978,삼정그린코아 아파트2단지,경상,경상남도 창원시 진해구 경화동 1291,0,1,1
3979,소사로5번길 공영주차장,경상,경상남도 창원시 진해구 소사동 205-146,2,0,2
3980,용원국민체육관 전기차 충전기,경상,경상남도 창원시 진해구 청안동 319-5,1,0,1
3981,웅동2동 민원센터,경상,경상남도 창원시 진해구 용원동 1339-1,1,0,1
3982,웅동51번길 공영주차장,경상,경상남도 창원시 진해구 마천동 129-5,1,0,1
3983,자은더샵 아파트,경상,경상남도 창원시 진해구 자은동 774-3,1,0,1
3984,진해 벚꽃공원 전기차충전소,경상,경상남도 창원시 진해구 행암동 24,1,0,1
3985,진해경화시장,경상,경상남도 창원시 진해구 이동 524-6,1,3,4
3986,진해녹산1차부영 아파트,경상,경상남도 창원시 진해구 청안동 477,1,2,3
3987,진해시영아파트,경상,경상남도 창원시 진해구 풍호동 75-1,1,0,1
3988,진해지사,경상,경상남도 창원시 진해구 여좌천로 122,1,2,3
3989,창원마린푸르지오1단지,경상,경상남도 창원시 진해구 풍호동 천자로 386,2,0,2
3990,풍호동행정복지센터,경상,경상남도 창원시 진해구 풍호동 176-6,1,0,1
3991,해군회관,경상,경상남도 창원시 진해구 현동 18-4,2,0,2
3992,독립기념관 충전소,충청,충청남도 천안시 동남구 목천읍 남화리 230-1,4,0,4
3993,수신면 행정복지센터,충청,충청남도 천안시 동남구 수신면 속창리 126-2,1,0,1
3994,신도브래뉴2차 아파트,충청,충청남도 천안시 동남구 목천읍 신계리 166-36,1,0,1
3995,용곡1차세광엔리치타워 아파트,충청,충청남도 천안시 동남구 용곡동 571,1,3,4
3996,천안 광덕산 광덕쉼터,충청,충청남도 천안시 동남구 광덕면 광덕리 403-9,2,0,2
3997,천안시 광덕면 행정복지센터,충청,충청남도 천안시 동남구 광덕면 신흥리 296-1,2,0,2
3998,천안시 맑은물 사업본부,충청,충청남도 천안시 동남구 신방동 719,3,0,3
3999,천안시 중앙시장 북측주차장,충청,충청남도 천안시 동남구 오룡동 189-1,1,0,1
4000,천안시 차량등록사업소,충청,충청남도 천안시 동남구 삼룡동 320-8,2,0,2
4001,천안시 태학산 자연휴양림,충청,충청남도 천안시 동남구 풍세면 삼태리 399-1,2,0,2
4002,천안전력지사,충청,충청남도 천안시 동남구 구성동 267-1,1,3,4
4003,청당마을신도브래뉴 아파트,충청,충청남도 천안시 동남구 청당동 436,1,3,4
4004,한국농어촌공사 천안,충청,충청남도 천안시 동남구 원성동 470-5,2,0,2
4005,대동다숲 아파트,충청,충청남도 천안시 서북구 불당동 820,1,3,4
4006,두정1차대림e편한세상,충청,충청남도 천안시 서북구 두정동 1221,1,2,3
4007,라이프타운 아파트,충청,충청남도 천안시 서북구 쌍용동 1279,1,3,4
4008,북부스포츠센터,충청,충청남도 천안시 서북구 성환읍 매주리 393-10,4,0,4
4009,불당마을동일하이빌 아파트,충청,충청남도 천안시 서북구 불당동 750,1,1,2
4010,불당이안아파트,충청,충청남도 천안시 서북구 불당동 1503,1,3,4
4011,직산읍 행정복지센터,충청,충청남도 천안시 서북구 직산읍 삼은리 76-189,2,0,2
4012,천안시 농수산물도매시장 관리사업소,충청,충청남도 천안시 서북구 신당동 488-1,2,0,2
4013,천안시 심야전기버스 충전소(차암동),충청,충청남도 천안시 서북구 차암동 430,3,0,3
4014,천안지사,충청,충청남도 천안시 서북구 동서대로 77,0,7,7
4015,천안지사(공용),충청,충청남도 천안시 서북구 동서대로 77,1,1,2
4016,펜타포트1블럭,충청,충청남도 천안시 서북구 불당동 1292,1,2,3
4017,펜타포트3블럭,충청,충청남도 천안시 서북구 불당동 1289,1,2,3
4018,한화꿈에그린스마일시티아파트,충청,충청남도 천안시 서북구 차암동 448,0,6,6
4019,해피드림3차,충청,충청남도 천안시 서북구 두정동 1417,0,1,1
4020,철원지사,강원,강원도 철원군 갈말읍 군탄리 1028-199,1,1,2
4021,청도지사,경상,경상북도 청도군 청도읍 고수리 858-1,1,0,1
4022,청도지사(고객),경상,경상북도 청도군 청도읍 고수리 859-1,1,0,1
4023,(고속도로)청송휴게소 청주방면,경상,경상북도 청송군 파천면 중평리 594-1,1,0,1
4024,경북북부제1교도소,경상,경상북도 청송군 진보면 광덕리 42,3,0,3
4025,주왕산면 복지회관,경상,경상북도 청송군 주왕산면 주산지리 950,2,0,2
4026,청송군 산림조합,경상,경상북도 청송군 청송읍 금곡리 853-3,2,0,2
4027,청송군청 주차장,경상,경상북도 청송군 청송읍 월막리 330,1,0,1
4028,청송지사,경상,경상북도 청송군 청송읍 월막리 426-1,0,2,2
4029,청송지사,경상,경상북도 청송군 청송읍 월막리 426-1,1,0,1
4030,군포시청소년수련원 전기차 충전소,충청,충청남도 청양군 화성면 산정리 570,2,0,2
4031,애경사원아파트,충청,충청남도 청양군 정산면 서정리 293-9,0,1,1
4032,한국전력 전기차충전소 목면사무소,충청,충청남도 청양군 목면 안심리 585-7,1,0,1
4033,한국전력 전기차충전소 화성면사무소,충청,충청남도 청양군 화성면 산정리 130-5,1,0,1
4034,한국전력공사 청양지사,충청,충청남도 청양군 청양읍 벽천리 270-11,0,1,1
4035,한전 청양지사 사옥 충전소,충청,충청남도 청양군 청양읍 벽천리 270-11,2,0,2
4036,금천수정 아파트,충청,충청북도 청주시 상당구 금천동 115-1,0,2,2
4037,미동산수목원,충청,충청북도 청주시 상당구 미원면 미원리 16,1,0,1
4038,용암덕성그린아파트,충청,충청북도 청주시 상당구 용암동 2085,1,0,1
4039,용암덕일마이빌 아파트,충청,충청북도 청주시 상당구 용암동 2537,1,3,4
4040,우미린에듀파크2단지,충청,충청북도 청주시 상당구 용담동 467,0,3,3
4041,장자마을10단지 부영아파트,충청,충청북도 청주시 상당구 금천동 318,1,2,3
4042,장자마을8단지부영 아파트,충청,충청북도 청주시 상당구 금천동 320,1,3,4
4043,장자마을현대 아파트,충청,충청북도 청주시 상당구 금천동 270,1,0,1
4044,주원애뜰2차빌라,충청,충청북도 청주시 상당구 남일면 효촌리 32,0,1,1
4045,중흥마을1단지,충청,충청북도 청주시 상당구 용암동 2542,1,3,4
4046,청주랜드,충청,충청북도 청주시 상당구 명암동 70,1,0,1
4047,청주시립도서관,충청,충청북도 청주시 상당구 용암동 2098,2,0,2
4048,충북도청,충청,충청북도 청주시 상당구 문화동 89,2,0,2
4049,충북소방본부 재난체험관,충청,충청북도 청주시 상당구 월오동 181,2,0,2
4050,KBS 방송국,충청,충청북도 청주시 서원구 성화동 456,1,0,1
4051,개신두진백로1차 아파트,충청,충청북도 청주시 서원구 개신동 443,0,2,2
4052,개신삼익1차 아파트,충청,충청북도 청주시 서원구 개신동 1-1,1,3,4
4053,개신삼익2차 아파트,충청,충청북도 청주시 서원구 개신동 11,1,2,3
4054,개신푸르지오아파트,충청,충청북도 청주시 서원구 개신동 634,1,2,3
