id,name,full_date,car,year
315,경기,2012-06-01,49,2012
316,경기,2012-05-01,48,2012
317,경기,2012-04-01,48,2012
318,경기,2012-03-01,47,2012
319,경기,2012-02-01,47,2012
320,경기,2012-01-01,46,2012
321,경기,2011-12-01,39,2011
322,경기,2011-11-01,27,2011
323,경기,2011-10-01,18,2011
324,경기,2011-09-01,16,2011
325,경기,2011-08-01,16,2011
326,경기,2011-07-01,15,2011
327,경기,2011-06-01,15,2011
328,경기,2011-05-01,15,2011
329,경기,2011-04-01,12,2011
330,경기,2011-03-01,10,2011
331,경기,2011-02-01,10,2011
332,경기,2011-01-01,11,2011
333,경기,2010-12-01,5,2010
334,경기,2010-11-01,3,2010
335,경기,2010-10-01,2,2010
336,경기,2010-09-01,1,2010
337,경기,2010-08-01,0,2010
338,경기,2010-07-01,0,2010
339,인천,2025-05-01,62986,2025
340,인천,2025-04-01,60549,2025
341,인천,2025-03-01,58024,2025
342,인천,2025-02-01,55919,2025
343,인천,2025-01-01,54820,2025
344,인천,2024-12-01,54398,2024
345,인천,2024-11-01,54387,2024
346,인천,2024-10-01,52472,2024
347,인천,2024-09-01,50994,2024
348,인천,2024-08-01,49758,2024
349,인천,2024-07-01,48073,2024
350,인천,2024-06-01,46697,2024
351,인천,2024-05-01,45136,2024
352,인천,2024-04-01,43698,2024
353,인천,2024-03-01,42447,2024
354,인천,2024-02-01,41189,2024
355,인천,2024-01-01,40845,2024
356,인천,2023-12-01,40397,2023
357,인천,2023-06-01,26242,2023
358,인천,2022-12-01,26242,2022
359,인천,2022-11-01,25835,2022
360,인천,2022-10-01,24222,2022
361,인천,2022-09-01,22375,2022
362,인천,2022-08-01,20858,2022
363,인천,2022-07-01,19567,2022
364,인천,2022-06-01,18329,2022
365,인천,2022-05-01,16859,2022
366,인천,2022-04-01,15191,2022
367,인천,2022-03-01,14134,2022
368,인천,2022-02-01,13179,2022
369,인천,2022-01-01,12942,2022
370,인천,2021-12-01,12820,2021
371,인천,2021-11-01,11775,2021
372,인천,2021-10-01,11295,2021
373,인천,2021-09-01,10543,2021
374,인천,2021-08-01,9370,2021
375,인천,2021-07-01,8446,2021
376,인천,2021-06-01,7790,2021
377,인천,2021-05-01,6708,2021
378,인천,2021-04-01,6312,2021
379,인천,2021-03-01,6106,2021
380,인천,2021-02-01,5517,2021
381,인천,2021-01-01,5428,2021
382,인천,2020-12-01,5366,2020
383,인천,2020-11-01,4999,2020
384,인천,2020-10-01,4729,2020
385,인천,2020-09-01,4639,2020
386,인천,2020-08-01,4204,2020
387,인천,2020-07-01,3940,2020
388,인천,2020-06-01,3741,2020
389,인천,2020-05-01,3402,2020
390,인천,2020-04-01,3345,2020
391,인천,2020-03-01,3270,2020
392,인천,2020-02-01,2791,2020
393,인천,2020-01-01,2660,2020
394,인천,2019-12-01,2598,2019
395,인천,2019-11-01,2516,2019
396,인천,2019-10-01,2412,2019
397,인천,2019-09-01,2322,2019
398,인천,2019-08-01,2210,2019
399,인천,2019-07-01,2132,2019
400,인천,2019-06-01,1985,2019
401,인천,2019-05-01,1842,2019
402,인천,2019-04-01,1686,2019
403,인천,2019-03-01,1499,2019
404,인천,2019-02-01,1341,2019
405,인천,2019-01-01,1298,2019
406,인천,2018-12-01,1284,2018
407,인천,2018-11-01,1252,2018
408,인천,2018-10-01,1218,2018
409,인천,2018-09-01,1183,2018
410,인천,2018-08-01,1147,2018
411,인천,2018-07-01,1059,2018
412,인천,2018-06-01,938,2018
413,인천,2018-05-01,783,2018
414,인천,2018-04-01,695,2018
415,인천,2018-03-01,659,2018
416,인천,2018-02-01,613,2018
417,인천,2018-01-01,574,2018
418,인천,2017-12-01,542,2017
419,인천,2017-11-01,513,2017
420,인천,2017-10-01,468,2017
421,인천,2017-09-01,435,2017
422,인천,2017-08-01,381,2017
423,인천,2017-07-01,328,2017
424,인천,2017-06-01,303,2017
425,인천,2017-05-01,282,2017
426,인천,2017-04-01,270,2017
427,인천,2017-03-01,242,2017
428,인천,2017-02-01,223,2017
429,인천,2017-01-01,216,2017
430,인천,2016-12-01,207,2016
431,인천,2016-11-01,183,2016
432,인천,2016-10-01,168,2016
433,인천,2016-09-01,163,2016
434,인천,2016-08-01,154,2016
435,인천,2016-07-01,150,2016
436,인천,2016-06-01,146,2016
437,인천,2016-05-01,145,2016
438,인천,2016-04-01,143,2016
439,인천,2016-03-01,141,2016
440,인천,2016-02-01,142,2016
441,인천,2016-01-01,145,2016
442,인천,2015-12-01,129,2015
443,인천,2015-11-01,132,2015
444,인천,2015-10-01,119,2015
445,인천,2015-09-01,118,2015
446,인천,2015-08-01,108,2015
447,인천,2015-07-01,103,2015
448,인천,2015-06-01,98,2015
449,인천,2015-05-01,94,2015
450,인천,2015-04-01,92,2015
451,인천,2015-03-01,101,2015
452,인천,2015-02-01,102,2015
453,인천,2015-01-01,103,2015
454,인천,2014-12-01,102,2014
455,인천,2014-11-01,86,2014
456,인천,2014-10-01,74,2014
457,인천,2014-09-01,73,2014
458,인천,2014-08-01,74,2014
459,인천,2014-07-01,71,2014
460,인천,2014-06-01,69,2014
461,인천,2014-05-01,66,2014
462,인천,2014-04-01,64,2014
463,인천,2014-03-01,64,2014
464,인천,2014-02-01,65,2014
465,인천,2014-01-01,63,2014
466,인천,2013-12-01,61,2013
467,인천,2013-11-01,59,2013
468,인천,2013-10-01,56,2013
469,인천,2013-09-01,52,2013
470,인천,2013-08-01,52,2013
471,인천,2013-07-01,52,2013
472,인천,2013-06-01,52,2013
473,인천,2013-05-01,52,2013
474,인천,2013-04-01,52,2013
475,인천,2013-03-01,87,2013
476,인천,2013-02-01,87,2013
477,인천,2013-01-01,52,2013
478,인천,2012-12-01,51,2012
479,인천,2012-11-01,34,2012
480,인천,2012-10-01,34,2012
481,인천,2012-09-01,23,2012
482,인천,2012-08-01,22,2012
483,인천,2012-07-01,21,2012
484,인천,2012-06-01,19,2012
485,인천,2012-05-01,14,2012
486,인천,2012-04-01,24,2012
487,인천,2012-03-01,24,2012
488,인천,2012-02-01,24,2012
489,인천,2012-01-01,24,2012
490,인천,2011-12-01,24,2011
491,인천,2011-11-01,9,2011
492,인천,2011-10-01,2,2011
493,인천,2011-09-01,1,2011
494,인천,2011-08-01,1,2011
495,인천,2011-07-01,1,2011
496,인천,2011-06-01,1,2011
497,인천,2011-05-01,0,2011
498,인천,2011-04-01,2,2011
499,인천,2011-03-01,2,2011
500,인천,2011-02-01,2,2011
501,인천,2011-01-01,2,2011
502,인천,2010-12-01,2,2010
503,인천,2010-11-01,2,2010
504,인천,2010-10-01,0,2010
505,인천,2010-09-01,0,2010
506,인천,2010-08-01,0,2010
507,인천,2010-07-01,0,2010
508,경상,2025-05-01,52856,2025
509,경상,2025-04-01,51479,2025
510,경상,2025-03-01,49900,2025
511,경상,2025-02-01,48510,2025
512,경상,2025-01-01,46873,2025
513,경상,2024-12-01,46628,2024
514,경상,2024-11-01,46295,2024
515,경상,2024-10-01,45740,2024
516,경상,2024-09-01,44764,2024
517,경상,2024-08-01,44001,2024
518,경상,2024-07-01,43013,2024
519,경상,2024-06-01,41818,2024
520,경상,2024-05-01,40854,2024
521,경상,2024-04-01,39822,2024
522,경상,2024-03-01,38990,2024
523,경상,2024-02-01,36534,2024
524,경상,2024-01-01,36410,2024
525,경상,2023-12-01,36225,2023
526,경상,2023-06-01,22740,2023
527,경상,2022-12-01,22740,2022
528,경상,2022-11-01,22081,2022
529,경상,2022-10-01,20983,2022
530,경상,2022-09-01,19453,2022
531,경상,2022-08-01,18245,2022
532,경상,2022-07-01,17215,2022
533,경상,2022-06-01,16486,2022
534,경상,2022-05-01,15821,2022
535,경상,2022-04-01,14957,2022
536,경상,2022-03-01,14371,2022
537,경상,2022-02-01,13536,2022
538,경상,2022-01-01,12725,2022
539,경상,2021-12-01,12606,2021
540,경상,2021-11-01,12122,2021
541,경상,2021-10-01,11199,2021
542,경상,2021-09-01,10274,2021
543,경상,2021-08-01,9730,2021
544,경상,2021-07-01,9244,2021
545,경상,2021-06-01,8685,2021
546,경상,2021-05-01,7867,2021
547,경상,2021-04-01,7474,2021
548,경상,2021-03-01,7220,2021
549,경상,2021-02-01,6552,2021
550,경상,2021-01-01,6369,2021
551,경상,2020-12-01,6308,2020
552,경상,2020-11-01,6137,2020
553,경상,2020-10-01,5924,2020
554,경상,2020-09-01,5617,2020
555,경상,2020-08-01,5003,2020
556,경상,2020-07-01,4886,2020
557,경상,2020-06-01,4805,2020
558,경상,2020-05-01,4568,2020
559,경상,2020-04-01,4432,2020
560,경상,2020-03-01,4295,2020
561,경상,2020-02-01,3822,2020
562,경상,2020-01-01,3634,2020
563,경상,2019-12-01,3626,2019
564,경상,2019-11-01,3623,2019
565,경상,2019-10-01,3592,2019
566,경상,2019-09-01,3458,2019
567,경상,2019-08-01,3392,2019
568,경상,2019-07-01,3258,2019
569,경상,2019-06-01,3108,2019
570,경상,2019-05-01,3005,2019
571,경상,2019-04-01,2783,2019
572,경상,2019-03-01,2602,2019
573,경상,2019-02-01,2211,2019
574,경상,2019-01-01,2123,2019
575,경상,2018-12-01,2107,2018
576,경상,2018-11-01,2073,2018
577,경상,2018-10-01,2003,2018
578,경상,2018-09-01,1762,2018
579,경상,2018-08-01,1742,2018
580,경상,2018-07-01,1640,2018
581,경상,2018-06-01,1517,2018
582,경상,2018-05-01,1361,2018
583,경상,2018-04-01,1278,2018
584,경상,2018-03-01,1202,2018
585,경상,2018-02-01,1077,2018
586,경상,2018-01-01,1057,2018
587,경상,2017-12-01,1022,2017
588,경상,2017-11-01,987,2017
589,경상,2017-10-01,917,2017
590,경상,2017-09-01,893,2017
591,경상,2017-08-01,848,2017
592,경상,2017-07-01,786,2017
593,경상,2017-06-01,743,2017
594,경상,2017-05-01,720,2017
595,경상,2017-04-01,696,2017
596,경상,2017-03-01,673,2017
597,경상,2017-02-01,635,2017
598,경상,2017-01-01,588,2017
599,경상,2016-12-01,559,2016
600,경상,2016-11-01,526,2016
601,경상,2016-10-01,515,2016
602,경상,2016-09-01,501,2016
603,경상,2016-08-01,500,2016
604,경상,2016-07-01,498,2016
605,경상,2016-06-01,471,2016
606,경상,2016-05-01,466,2016
607,경상,2016-04-01,438,2016
608,경상,2016-03-01,428,2016
609,경상,2016-02-01,427,2016
610,경상,2016-01-01,426,2016
611,경상,2015-12-01,428,2015
612,경상,2015-11-01,421,2015
613,경상,2015-10-01,411,2015
614,경상,2015-09-01,398,2015
615,경상,2015-08-01,377,2015
616,경상,2015-07-01,364,2015
617,경상,2015-06-01,358,2015
618,경상,2015-05-01,349,2015
619,경상,2015-04-01,296,2015
620,경상,2015-03-01,284,2015
621,경상,2015-02-01,282,2015
622,경상,2015-01-01,282,2015
623,경상,2014-12-01,281,2014
624,경상,2014-11-01,275,2014
625,경상,2014-10-01,265,2014
626,경상,2014-09-01,255,2014
627,경상,2014-08-01,221,2014
628,경상,2014-07-01,220,2014
629,경상,2014-06-01,210,2014
630,경상,2014-05-01,160,2014
631,경상,2014-04-01,158,2014
632,경상,2014-03-01,157,2014
633,경상,2014-02-01,155,2014
634,경상,2014-01-01,154,2014
635,경상,2013-12-01,131,2013
636,경상,2013-11-01,124,2013
637,경상,2013-10-01,98,2013
638,경상,2013-09-01,98,2013
639,경상,2013-08-01,98,2013
640,경상,2013-07-01,98,2013
641,경상,2013-06-01,97,2013
642,경상,2013-05-01,97,2013
643,경상,2013-04-01,96,2013
644,경상,2013-03-01,90,2013
645,경상,2013-02-01,89,2013
646,경상,2013-01-01,89,2013
647,경상,2012-12-01,89,2012
648,경상,2012-11-01,89,2012
649,경상,2012-10-01,88,2012
650,경상,2012-09-01,65,2012
651,경상,2012-08-01,62,2012
652,경상,2012-07-01,59,2012
653,경상,2012-06-01,57,2012
654,경상,2012-05-01,54,2012
655,경상,2012-04-01,54,2012
656,경상,2012-03-01,54,2012
657,경상,2012-02-01,54,2012
658,경상,2012-01-01,54,2012
659,경상,2011-12-01,54,2011
660,경상,2011-11-01,11,2011
661,경상,2011-10-01,7,2011
662,경상,2011-09-01,6,2011
663,경상,2011-08-01,2,2011
664,경상,2011-07-01,2,2011
665,경상,2011-06-01,2,2011
666,경상,2011-05-01,2,2011
667,경상,2011-04-01,0,2011
668,경상,2011-03-01,0,2011
669,경상,2011-02-01,0,2011
670,경상,2011-01-01,0,2011
671,경상,2010-12-01,0,2010
672,경상,2010-11-01,0,2010
673,경상,2010-10-01,0,2010
674,경상,2010-09-01,0,2010
675,경상,2010-08-01,0,2010
676,경상,2010-07-01,0,2010
677,경상,2025-05-01,37957,2025
678,경상,2025-04-01,37130,2025
679,경상,2025-03-01,36312,2025
680,경상,2025-02-01,35237,2025
681,경상,2025-01-01,33990,2025
682,경상,2024-12-01,33905,2024
683,경상,2024-11-01,33410,2024
684,경상,2024-10-01,32462,2024
685,경상,2024-09-01,31941,2024
686,경상,2024-08-01,31424,2024
687,경상,2024-07-01,30810,2024
688,경상,2024-06-01,29838,2024
689,경상,2024-05-01,2960,2024
690,경상,2024-04-01,28771,2024
691,경상,2024-03-01,28272,2024
692,경상,2024-02-01,26985,2024
693,경상,2024-01-01,26934,2024
694,경상,2023-12-01,26776,2023
695,경상,2023-06-01,19154,2023
696,경상,2022-12-01,19154,2022
697,경상,2022-11-01,18864,2022
698,경상,2022-10-01,17859,2022
699,경상,2022-09-01,17057,2022
700,경상,2022-08-01,16429,2022
701,경상,2022-07-01,15663,2022
702,경상,2022-06-01,14478,2022
703,경상,2022-05-01,13839,2022
704,경상,2022-04-01,13018,2022
705,경상,2022-03-01,12318,2022
706,경상,2022-02-01,11540,2022
707,경상,2022-01-01,11269,2022
708,경상,2021-12-01,11240,2021
709,경상,2021-11-01,10870,2021
710,경상,2021-10-01,10373,2021
711,경상,2021-09-01,10013,2021
712,경상,2021-08-01,9683,2021
713,경상,2021-07-01,9171,2021
714,경상,2021-06-01,8676,2021
715,경상,2021-05-01,8118,2021
716,경상,2021-04-01,7773,2021
717,경상,2021-03-01,7588,2021
718,경상,2021-02-01,7149,2021
719,경상,2021-01-01,7066,2021
720,경상,2020-12-01,7051,2020
721,경상,2020-11-01,6753,2020
722,경상,2020-10-01,6314,2020
723,경상,2020-09-01,5816,2020
724,경상,2020-08-01,5400,2020
725,경상,2020-07-01,5192,2020
726,경상,2020-06-01,4980,2020
727,경상,2020-05-01,4818,2020
728,경상,2020-04-01,4682,2020
729,경상,2020-03-01,4441,2020
730,경상,2020-02-01,4161,2020
731,경상,2020-01-01,4071,2020
732,경상,2019-12-01,4051,2019
733,경상,2019-11-01,3956,2019
734,경상,2019-10-01,3832,2019
735,경상,2019-09-01,3670,2019
736,경상,2019-08-01,3563,2019
737,경상,2019-07-01,3409,2019
738,경상,2019-06-01,3159,2019
739,경상,2019-05-01,2971,2019
740,경상,2019-04-01,2763,2019
741,경상,2019-03-01,2404,2019
742,경상,2019-02-01,2043,2019
743,경상,2019-01-01,2017,2019
744,경상,2018-12-01,2001,2018
745,경상,2018-11-01,1953,2018
746,경상,2018-10-01,1838,2018
747,경상,2018-09-01,1648,2018
748,경상,2018-08-01,1497,2018
749,경상,2018-07-01,1457,2018
750,경상,2018-06-01,1404,2018
751,경상,2018-05-01,1271,2018
752,경상,2018-04-01,1151,2018
753,경상,2018-03-01,1024,2018
754,경상,2018-02-01,884,2018
755,경상,2018-01-01,826,2018
756,경상,2017-12-01,756,2017
757,경상,2017-11-01,683,2017
758,경상,2017-10-01,618,2017
759,경상,2017-09-01,575,2017
760,경상,2017-08-01,485,2017
761,경상,2017-07-01,450,2017
762,경상,2017-06-01,400,2017
763,경상,2017-05-01,386,2017
764,경상,2017-04-01,364,2017
765,경상,2017-03-01,340,2017
766,경상,2017-02-01,321,2017
767,경상,2017-01-01,296,2017
768,경상,2016-12-01,278,2016
769,경상,2016-11-01,255,2016
770,경상,2016-10-01,233,2016
771,경상,2016-09-01,218,2016
772,경상,2016-08-01,212,2016
773,경상,2016-07-01,203,2016
774,경상,2016-06-01,180,2016
775,경상,2016-05-01,162,2016
776,경상,2016-04-01,159,2016
777,경상,2016-03-01,153,2016
778,경상,2016-02-01,151,2016
779,경상,2016-01-01,151,2016
780,경상,2015-12-01,147,2015
781,경상,2015-11-01,145,2015
782,경상,2015-10-01,145,2015
783,경상,2015-09-01,149,2015
784,경상,2015-08-01,144,2015
785,경상,2015-07-01,142,2015
786,경상,2015-06-01,135,2015
787,경상,2015-05-01,124,2015
788,경상,2015-04-01,117,2015
789,경상,2015-03-01,110,2015
790,경상,2015-02-01,108,2015
791,경상,2015-01-01,110,2015
792,경상,2014-12-01,111,2014
793,경상,2014-11-01,107,2014
794,경상,2014-10-01,106,2014
795,경상,2014-09-01,106,2014
796,경상,2014-08-01,93,2014
797,경상,2014-07-01,90,2014
